location,total_sqft,bath,balcony,price,bhk,per_squre_price
Gangondanahalli,396.0,2.0,0.0,48.0,3,12121.212121212122
Doddabommasandra,42000.0,8.0,3.0,175.0,9,416.6666666666667
A Narayanapura,1500.0,2.0,0.0,85.0,1,5666.666666666667
Sarjapur  Road,2900.0,3.0,2.0,285.0,3,9827.586206896553
Lakkasandra Extension,1280.0,3.0,1.0,250.0,5,19531.25
Mahadevpura,1250.0,2.0,3.0,52.0,2,4160.0
Rajaji Nagar,1160.0,1.0,0.0,163.0,2,14051.724137931034
Whitefield,1485.0,3.0,2.0,65.0,3,4377.104377104377
Whitefield,1125.0,2.0,2.0,62.0,2,5511.111111111111
Divya Unnathi Layout,1339.0,2.0,1.0,53.56,2,4000.0
Sunder Ram Shetty Nagar,1480.0,3.0,2.0,74.0,3,5000.0
Lakshminarayana Pura,1300.0,2.0,1.0,70.0,2,5384.615384615385
Hebbal,2526.0,2.0,2.0,250.0,3,9897.070467141726
Haralur Road,1520.0,2.0,2.0,85.0,3,5592.105263157895
Seegehalli,2800.0,4.0,3.0,140.0,4,5000.0
Iblur Village,3596.0,5.0,1.0,290.0,4,8064.516129032258
Vijayanagar,606.0,1.0,1.0,40.0,1,6600.660066006601
3rd Block HBR Layout,2000.0,3.0,1.0,100.0,3,5000.0
Whitefield,1405.0,2.0,2.0,84.5,2,6014.234875444839
Kanakpura Road,1050.0,2.0,1.0,35.0,2,3333.333333333333
Rajaji Nagar,1222.0,2.0,2.0,98.0,2,8019.639934533551
Whitefield,1195.0,2.0,1.0,62.38,2,5220.083682008368
7th Phase JP Nagar,1405.0,2.0,2.0,59.01,3,4200.0
Sarjapur  Road,4111.0,4.0,1.0,310.0,4,7540.744344441741
Kudlu Gate,1850.0,3.0,2.0,110.0,3,5945.945945945946
Ramanjaneyanagar,1230.0,2.0,2.0,53.51,3,4350.40650406504
Ardendale,1100.0,2.0,1.0,48.0,2,4363.636363636364
Devanahalli,1700.0,3.0,0.0,88.2,3,5188.235294117647
Hennur Road,2002.0,3.0,2.0,120.0,3,5994.005994005994
Harlur,1884.0,4.0,2.0,120.0,4,6369.426751592357
Bommasandra Industrial Area,1400.0,2.0,1.0,40.44,3,2888.5714285714284
Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2,3381.2709030100336
Hormavu,1075.0,2.0,1.0,53.7,2,4995.348837209303
Venkateswara Nagar,600.0,1.0,0.0,20.0,1,3333.333333333333
Stage-4 Bommanahalli,1400.0,3.0,2.0,53.0,3,3785.714285714286
Chennammana Kere,1705.0,2.0,1.0,86.96,3,5100.2932551319645
Kodipalya,600.0,6.0,3.0,72.0,5,12000.0
BTM 1st Stage,600.0,2.0,2.0,90.0,4,15000.0
Hegde Nagar,1847.0,3.0,2.0,123.0,3,6659.447753113156
Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3,5866.666666666667
T.C PALYA,1230.0,2.0,0.0,75.0,2,6097.5609756097565
Banashankari Stage VI,1392.0,3.0,1.0,69.46,3,4989.942528735632
Ramagondanahalli,1635.0,3.0,1.0,57.0,3,3486.238532110092
Bellandur,1605.0,3.0,2.0,85.0,3,5295.95015576324
Vittasandra,1650.0,3.0,1.0,84.0,3,5090.909090909091
Kodichikkanahalli,2700.0,7.0,2.0,125.0,5,4629.62962962963
Nagarbhavi,600.0,3.0,0.0,77.0,4,12833.333333333334
Ashok Nagar,703.0,2.0,1.0,60.0,2,8534.850640113798
Kodihalli,3073.0,5.0,2.0,696.0,4,22648.87731858119
Whitefield,1600.0,3.0,0.0,69.1,3,4318.749999999999
 ittamadu,600.0,2.0,1.0,110.0,3,18333.33333333333
Mallathahalli,1100.0,2.0,1.0,46.0,2,4181.818181818182
Subramanyapura,1330.0,3.0,2.0,72.0,3,5413.533834586467
Bommasandra,902.0,2.0,2.0,49.0,2,5432.372505543237
Whitefield,3453.0,4.0,2.0,247.0,4,7153.200115841298
Green Glen Layout,1645.0,3.0,2.0,110.0,3,6686.930091185411
Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3,5577.689243027889
Poornapragna Housing Society Layout,1160.0,2.0,2.0,52.2,2,4500.0
Rajaji Nagar,1268.0,2.0,1.0,127.0,2,10015.77287066246
Yeshwanthpur,770.0,1.0,1.0,70.0,2,9090.90909090909
Subramanyapura,985.0,2.0,1.0,62.5,2,6345.177664974619
Ramamurthy Nagar,1305.0,3.0,1.0,60.0,3,4597.701149425287
Bannerghatta Road,1246.0,2.0,2.0,47.35,2,3800.16051364366
GKW Layout,1350.0,4.0,2.0,225.0,4,16666.666666666668
Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.105941302791
Hebbal Kempapura,1485.0,3.0,3.0,132.0,2,8888.888888888889
Electronic City,1100.0,2.0,2.0,45.0,2,4090.909090909091
Sarjapur  Road,2206.0,4.0,1.0,180.0,3,8159.564823209429
Reliaable Tranquil Layout,1508.0,3.0,1.0,75.0,3,4973.474801061008
 Thanisandra,445.0,1.0,0.0,28.0,1,6292.134831460674
Thanisandra,923.0,1.0,1.0,45.69,1,4950.162513542795
Bommasandra,950.0,2.0,1.0,25.0,2,2631.5789473684213
Bannerghatta Road,1880.0,3.0,2.0,95.0,3,5053.191489361702
Kanakpura Road,1673.0,3.0,2.0,115.0,3,6873.879258816497
Yelahanka,1115.0,2.0,2.0,60.0,2,5381.165919282511
Sai Gardens,1120.0,2.0,2.0,40.0,2,3571.428571428572
Yelahanka,602.0,2.0,1.0,30.0,1,4983.388704318937
Sri Kanteshwara Nagar,1200.0,3.0,0.0,200.0,3,16666.666666666668
Kudlu Gate,1183.0,2.0,1.0,79.54,2,6723.584108199494
Bannerghatta Road,1630.0,3.0,3.0,68.0,3,4171.779141104295
Babusapalaya,1213.0,2.0,2.0,41.39,3,3412.201154163232
Haralur Road,1225.0,2.0,1.0,77.0,2,6285.714285714285
Hoodi,1746.0,3.0,3.0,84.95,3,4865.406643757159
Whitefield,2135.0,3.0,2.0,149.0,4,6978.922716627635
Yeshwanthpur,1144.0,2.0,2.0,67.0,2,5856.643356643357
Electronics City Phase 1,1555.0,2.0,1.0,82.0,3,5273.311897106109
2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3,3500.0
Sarjapur  Road,685.0,1.0,1.0,40.0,1,5839.41605839416
Whitefield,1190.0,2.0,2.0,41.0,2,3445.378151260504
Green Glen Layout,3150.0,4.0,3.0,218.0,4,6920.6349206349205
Shantiniketan Layout,2710.0,5.0,3.0,142.0,4,5239.852398523985
"Sarjapur Road, ",2425.0,4.0,3.0,173.0,4,7134.020618556701
Kengeri Satellite Town,850.0,3.0,2.0,95.0,3,11176.470588235294
Kengeri,400.0,2.0,1.0,25.0,1,6250.0
Kanakapura,1489.0,2.0,1.0,70.0,3,4701.141705842848
BTM 2nd Stage,800.0,2.0,1.0,175.0,2,21875.0
Devanahalli Road,1320.0,5.0,2.0,199.0,5,15075.757575757576
Sarjapur,625.0,1.0,1.0,19.0,1,3040.0
Hoodi,1655.0,3.0,2.0,131.0,3,7915.407854984895
Lavelle Road,2500.0,3.0,2.0,425.0,3,17000.0
Aishwarya Crystal Layout,1053.0,2.0,0.0,51.0,2,4843.304843304843
Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4,4500.0
Kaval Byrasandra,480.0,1.0,1.0,25.0,1,5208.333333333333
Uttarahalli,1700.0,3.0,2.0,88.0,3,5176.470588235294
Ramesh Nagar,1400.0,2.0,2.0,160.0,2,11428.57142857143
Vittasandra,1246.0,2.0,1.0,64.5,2,5176.565008025682
Sarjapur  Road,1660.0,2.0,2.0,116.0,3,6987.951807228916
Ittamadu,1475.0,3.0,3.0,75.0,3,5084.745762711865
Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,6476.5300059417705
Haralur Road,1976.0,3.0,2.0,92.0,3,4655.87044534413
Padmanabhanagar,1100.0,2.0,2.0,65.0,2,5909.090909090909
Devanahalli,658.0,1.0,1.0,34.0,1,5167.173252279636
Indira Nagar,1500.0,3.0,3.0,120.0,3,8000.0
Thanisandra,1702.0,3.0,2.0,120.0,3,7050.5287896592245
Indira Nagar,1800.0,5.0,2.0,350.0,5,19444.444444444445
Nayandanahalli,1035.0,2.0,2.0,60.0,2,5797.101449275362
Gollahalli,1325.0,2.0,1.0,47.0,3,3547.169811320755
Thanisandra,1140.0,2.0,1.0,36.0,2,3157.894736842105
Seegehalli,1134.0,2.0,2.0,45.0,2,3968.253968253968
Bannerghatta Road,1240.0,2.0,1.0,71.0,2,5725.806451612903
Hennur,1260.0,2.0,2.0,52.0,3,4126.984126984127
"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1.0,660.0,3,16500.0
KR Puram,1100.0,2.0,2.0,43.0,2,3909.090909090909
Bileshivale,2400.0,7.0,2.0,110.0,6,4583.333333333333
Chikka Banaswadi,1555.0,3.0,3.0,73.0,3,4694.5337620578775
Whitefield,840.0,1.0,1.0,57.0,1,6785.714285714285
Arekere,2060.0,3.0,2.0,150.0,3,7281.553398058252
Raja Rajeshwari Nagar,1375.0,2.0,1.0,54.99,3,3999.272727272728
Gottigere,1460.0,2.0,2.0,65.0,3,4452.054794520548
HAL 2nd Stage,1226.0,3.0,1.0,135.0,2,11011.419249592169
Jakkur,1710.0,3.0,2.0,110.0,3,6432.748538011696
Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3,3500.361010830325
Old Airport Road,2732.0,4.0,3.0,194.0,4,7101.024890190337
Virupakshapura,1075.0,2.0,1.0,55.0,2,5116.279069767442
Kadugodi,1314.0,2.0,3.0,68.2,2,5190.258751902587
"Hoodi Circle, ",2107.0,4.0,3.0,95.0,4,4508.780256288562
Babusapalaya,1100.0,2.0,2.0,38.0,2,3454.5454545454545
Hennur Road,1081.0,2.0,1.0,30.27,2,2800.185013876041
Sarjapur,850.0,2.0,2.0,32.0,2,3764.705882352941
Reliaable Tranquil Layout,1507.0,3.0,1.0,80.0,3,5308.560053085601
Thanisandra,1020.0,2.0,1.0,44.5,2,4362.745098039216
Whitefield,1500.0,3.0,1.0,61.95,3,4130.0
Kirloskar Layout,2400.0,4.0,2.0,89.0,4,3708.3333333333335
Electronic City Phase II,1116.0,2.0,2.0,40.0,2,3584.229390681004
1st Stage Indira Nagar,3000.0,4.0,2.0,301.0,4,10033.333333333334
Dommasandra,900.0,3.0,1.0,75.0,3,8333.333333333334
KR Puram,1200.0,4.0,3.0,120.0,4,10000.0
Kanakpura Road,1665.0,3.0,2.0,74.9,3,4498.498498498499
Ramamurthy Nagar,1200.0,4.0,1.0,110.0,6,9166.666666666666
Vijayanagar,2100.0,6.0,1.0,252.0,4,12000.0
Ramamurthy Nagar,1170.0,2.0,2.0,44.0,2,3760.6837606837607
Electronics City Phase 1,1700.0,3.0,2.0,111.0,3,6529.411764705882
Lake City,780.0,2.0,1.0,31.0,2,3974.358974358974
Gottigere,1304.0,3.0,3.0,80.0,3,6134.969325153375
Kaverappa Layout,3535.0,4.0,2.0,215.0,4,6082.036775106082
Akshaya Nagar,1897.0,3.0,2.0,120.0,3,6325.77754348972
Langford Gardens,2777.29,5.0,2.0,649.0,3,23368.10343896388
Laggere,620.0,2.0,0.0,48.0,1,7741.935483870968
Mango Garden Layout,1824.0,3.0,3.0,125.0,3,6853.070175438596
Marathahalli,1135.0,2.0,2.0,60.0,2,5286.343612334802
Bellandur,1767.0,3.0,1.0,103.0,3,5829.088851160159
KR Puram,1200.0,6.0,3.0,132.0,6,11000.0
Hennur Road,973.0,2.0,1.0,56.0,2,5755.395683453237
Horamavu Agara,625.0,1.0,1.0,27.0,1,4320.0
Sarjapur  Road,1550.0,2.0,2.0,98.0,3,6322.580645161291
KG Halli,375.0,1.0,0.0,26.0,1,6933.333333333333
Devarabeesana Halli,1738.0,3.0,2.0,110.0,3,6329.113924050633
Marathahalli,1220.0,2.0,1.0,56.5,2,4631.147540983607
Banashankari,1200.0,2.0,1.0,60.0,2,5000.0
Mahalakshmi Puram,2400.0,6.0,2.0,408.0,6,17000.0
Kumaraswami Layout,3200.0,7.0,0.0,150.0,7,4687.5
OMBR Layout,1730.0,3.0,1.0,93.0,3,5375.722543352601
Chamrajpet,1565.0,3.0,2.0,98.91,3,6320.127795527156
Mahalakshmi Layout,1200.0,7.0,3.0,250.0,6,20833.33333333333
Bisuvanahalli,1075.0,2.0,1.0,48.0,3,4465.116279069767
Nagashetty Halli,16335.0,4.0,2.0,149.0,4,912.1518212427304
Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Kogilu,540.0,1.0,0.0,36.0,1,6666.666666666667
Nehru Nagar,961.0,2.0,2.0,38.0,2,3954.214360041624
Tirumanahalli,1146.0,2.0,1.0,39.5,2,3446.7713787085518
Yelahanka,1484.0,2.0,2.0,56.4,3,3800.539083557952
Hennur Road,1140.0,2.0,2.0,56.0,2,4912.2807017543855
Dairy Circle,2735.0,4.0,2.0,340.0,3,12431.44424131627
Kalyan nagar,820.0,2.0,0.0,39.0,2,4756.09756097561
Anekal,420.0,1.0,1.0,12.5,1,2976.190476190476
Thanisandra,663.0,1.0,0.0,46.1,1,6953.242835595776
Balagere,1205.0,2.0,1.0,70.0,2,5809.128630705394
Banashankari,600.0,3.0,1.0,100.0,3,16666.666666666668
Hosa Road,1100.0,2.0,2.0,37.1,2,3372.7272727272725
Whitefield,1301.0,2.0,2.0,65.0,2,4996.156802459646
Chandapura,582.5,1.0,0.0,15.135,1,2598.283261802575
Hebbal,4772.0,6.0,2.0,510.0,4,10687.34283319363
Sarjapur  Road,3385.5,6.0,0.0,142.0,4,4194.358292718948
Doddathoguru,1100.0,2.0,1.0,62.0,2,5636.363636363636
Raja Rajeshwari Nagar,1560.0,4.0,1.0,160.0,4,10256.410256410256
Ramagondanahalli,2257.0,3.0,2.0,155.0,3,6867.523260965884
Shantiniketan Layout,2400.0,5.0,2.0,235.0,5,9791.666666666666
Hegde Nagar,1500.0,3.0,2.0,135.0,3,9000.0
Kanakpura Road,1691.2,3.0,1.0,115.0,3,6799.905392620624
EPIP Zone,3035.0,5.0,0.0,200.0,4,6589.785831960461
Channasandra,1010.0,2.0,1.0,32.0,2,3168.3168316831684
Electronic City,1000.0,2.0,1.0,28.88,2,2888.0
Kothanur,1302.0,2.0,1.0,68.5,2,5261.136712749616
Devi Nagar,600.0,2.0,1.0,80.0,2,13333.333333333334
2nd Phase Judicial Layout,1150.0,2.0,1.0,40.25,2,3500.0
Doddakallasandra,1010.0,2.0,1.0,41.0,2,4059.4059405940593
Hosa Road,,3.0,1.0,115.0,3,
Bannerghatta Road,1850.0,6.0,3.0,150.0,6,8108.108108108108
Talaghattapura,1856.0,3.0,2.0,135.0,3,7273.706896551724
Thanisandra,1111.0,2.0,1.0,50.0,2,4500.450045004501
Jalahalli,1575.0,4.0,3.0,100.0,3,6349.206349206349
Hennur Road,1232.0,2.0,2.0,89.0,2,7224.025974025974
Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,3389.711064129669
Kannamangala,957.0,2.0,2.0,56.0,2,5851.619644723093
Rajaji Nagar,2409.0,3.0,3.0,395.0,3,16396.84516396845
Kannamangala,1536.0,3.0,1.0,89.0,3,5794.270833333333
Kempapura,1570.0,3.0,2.0,80.0,3,5095.541401273886
2nd Stage Nagarbhavi,600.0,4.0,2.0,100.0,3,16666.666666666668
Harlur,1200.0,2.0,2.0,52.0,2,4333.333333333333
Bhuvaneshwari Nagar,900.0,2.0,1.0,45.0,2,5000.0
Bommanahalli,1350.0,2.0,2.0,72.0,2,5333.333333333333
Byrasandra,1140.0,2.0,3.0,60.0,2,5263.1578947368425
Thigalarapalya,2072.0,4.0,2.0,159.0,3,7673.745173745174
Uttarahalli,1330.0,2.0,1.0,58.0,3,4360.902255639097
Old Madras Road,1300.0,2.0,2.0,100.0,2,7692.307692307692
Kudlu,1293.0,2.0,2.0,80.0,3,6187.161639597834
Devasthanagalu,1057.0,2.0,1.0,42.0,2,3973.509933774834
Hennur Road,1385.0,2.0,1.0,83.09,2,5999.27797833935
Cambridge Layout,1244.0,2.0,2.0,95.0,2,7636.655948553054
Hulimavu,1430.0,2.0,2.0,90.0,3,6293.706293706294
Horamavu Agara,1106.0,2.0,1.0,43.09,2,3896.021699819168
Sunkadakatte,1200.0,2.0,0.0,80.0,3,6666.666666666667
Lingadheeranahalli,1521.0,3.0,1.0,94.99,3,6245.233399079553
Wheelers Road,925.0,2.0,1.0,68.0,2,7351.351351351352
ITPL,1000.0,2.0,1.0,29.95,2,2995.0
Varthur,1210.0,2.0,2.0,54.0,2,4462.809917355372
Anekal,2400.0,4.0,0.0,95.0,3,3958.3333333333335
Kasturi Nagar,784.0,2.0,2.0,165.0,4,21045.918367346934
Whitefield,1020.0,2.0,2.0,45.0,2,4411.764705882353
Bisuvanahalli,1075.0,2.0,1.0,32.0,3,2976.7441860465115
Sarjapur  Road,1846.0,3.0,2.0,140.0,3,7583.965330444204
Bannerghatta Road,1510.0,2.0,3.0,110.0,3,7284.76821192053
R.T. Nagar,1560.0,3.0,2.0,85.0,3,5448.717948717948
Whitefield,1250.0,2.0,2.0,72.0,2,5760.0
Akshaya Nagar,1388.0,2.0,3.0,57.0,2,4106.628242074928
Bellandur,1049.0,2.0,1.0,51.0,2,4861.773117254528
Kaval Byrasandra,1200.0,2.0,1.0,49.5,2,4125.0
Dommasandra,674.0,1.0,1.0,19.9,2,2952.522255192878
Hessarghatta,900.0,2.0,2.0,42.0,2,4666.666666666667
Jigani,918.0,2.0,2.0,56.0,2,6100.217864923748
New Thippasandra,2400.0,6.0,3.0,400.0,6,16666.666666666668
Subramanyapura,975.0,2.0,1.0,58.0,2,5948.717948717948
Palace Road,1650.0,1.0,1.0,130.0,2,7878.787878787879
Thanisandra,2144.0,3.0,2.0,135.0,3,6296.641791044776
Whitefield,1255.0,2.0,2.0,40.0,2,3187.2509960159364
Whitefield,1135.0,2.0,2.0,58.0,2,5110.132158590309
RMV Extension,1685.0,3.0,2.0,95.0,3,5637.982195845697
Palace Guttahalli,660.0,2.0,1.0,100.0,3,15151.515151515152
Kengeri,1035.0,2.0,1.0,51.5,2,4975.84541062802
Thanisandra,1098.0,2.0,1.0,71.0,2,6466.302367941712
Yelahanka,1300.0,2.0,3.0,65.0,2,5000.0
Thanisandra,1573.0,3.0,2.0,98.0,3,6230.133502860776
Kudlu Gate,1183.0,2.0,1.0,79.54,2,6723.584108199494
Hulimavu,450.0,1.0,1.0,20.0,1,4444.444444444444
Bhoganhalli,2439.0,4.0,3.0,185.0,4,7585.075850758508
Ambedkar Colony,1910.0,3.0,1.0,190.0,3,9947.643979057591
Domlur,2400.0,4.0,1.0,600.0,6,25000.0
Yelahanka,1614.0,2.0,1.0,100.0,3,6195.786864931846
ITI Layout,1602.0,2.0,0.0,75.0,3,4681.647940074907
Hulimavu,1248.0,2.0,1.0,69.0,2,5528.846153846154
Padmanabhanagar,1531.0,2.0,0.0,75.0,3,4898.758981058132
Nelamangala,2600.0,3.0,1.0,95.0,4,3653.846153846154
7th Phase JP Nagar,750.0,1.0,2.0,47.0,1,6266.666666666667
Abbigere,795.0,1.0,1.0,32.6,2,4100.62893081761
Uttarahalli,1390.0,2.0,2.0,60.47,3,4350.359712230216
Cooke Town,1700.0,3.0,3.0,120.0,3,7058.823529411765
9th Phase JP Nagar,1240.0,2.0,2.0,39.89,3,3216.935483870968
Bhagyalakshmi Avenue,955.0,1.0,2.0,34.01,2,3561.256544502618
BTM 1st Stage,1100.0,5.0,2.0,121.0,4,11000.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,2,4306.8561872909695
Sarjapur  Road,539.0,1.0,1.0,45.0,1,8348.794063079777
Veersandra,1250.0,2.0,1.0,50.0,2,4000.0
Malleshwaram,2475.0,4.0,3.0,337.0,3,13616.161616161617
Geddalahalli,850.0,2.0,1.0,32.5,2,3823.529411764706
Thanisandra,1262.0,2.0,1.0,65.0,3,5150.5546751188585
Banaswadi,870.0,2.0,2.0,38.0,2,4367.816091954023
Lakshmiamma Garden,1800.0,3.0,3.0,120.0,3,6666.666666666667
1st Phase JP Nagar,1875.0,3.0,1.0,167.0,3,8906.666666666666
Coffee Board Layout,1155.0,2.0,3.0,56.0,2,4848.484848484848
Mahadevpura,1058.0,2.0,2.0,85.0,2,8034.026465028355
Electronic City,1000.0,2.0,2.0,22.0,2,2200.0
Uttarahalli,1345.0,2.0,1.0,67.0,2,4981.412639405205
Marathahalli,1700.0,3.0,2.0,126.0,3,7411.764705882353
Balaji Gardens Layout,825.0,2.0,1.0,40.0,1,4848.484848484848
1 Ramamurthy Nagar,1200.0,11.0,0.0,170.0,11,14166.666666666666
RMV Extension Stage 2,1862.0,3.0,3.0,120.0,3,6444.68313641246
Mysore Road,1080.0,2.0,1.0,60.0,3,5555.555555555556
Kanakpura Road,1110.0,2.0,2.0,43.0,2,3873.873873873874
Bommasandra Industrial Area,1020.0,2.0,1.0,29.45,2,2887.2549019607845
Daadys Gaarden Layout,1600.0,3.0,3.0,72.0,3,4500.0
Bannerghatta Road,1200.0,2.0,2.0,78.0,2,6500.0
Babusapalaya,1675.0,3.0,3.0,75.0,3,4477.611940298508
Ambalipura,2550.0,4.0,2.0,149.0,4,5843.137254901961
Hennur Road,3450.0,4.0,3.0,294.0,4,8521.739130434782
Sarakki Nagar,2400.0,4.0,2.0,358.0,4,14916.666666666666
TC Palaya,1000.0,2.0,0.0,64.0,2,6400.0
Hosa Road,1512.0,3.0,1.0,123.0,3,8134.920634920635
Yelachenahalli,897.0,2.0,1.0,85.0,5,9476.03121516165
HBR Layout,1004.0,2.0,1.0,49.0,2,4880.478087649402
Sarjapur,1200.0,3.0,2.0,76.13,3,6344.166666666667
Hebbal,1320.0,2.0,1.0,91.0,2,6893.939393939394
Chandapura,410.0,1.0,1.0,10.0,1,2439.0243902439024
Udayapur Village,1440.0,2.0,2.0,60.33,3,4189.583333333333
Malleshwaram,900.0,2.0,1.0,90.0,2,10000.0
Bhuvaneswari Nagar,1550.0,3.0,1.0,75.0,3,4838.709677419355
2nd Phase Judicial Layout,1450.0,2.0,1.0,50.75,3,3500.0
Whitefield,2856.0,5.0,0.0,154.5,4,5409.663865546218
Cooke Town,2388.0,4.0,3.0,239.0,3,10008.375209380234
7th Phase JP Nagar,980.0,2.0,1.0,86.0,2,8775.510204081633
Thanisandra,1100.0,2.0,2.0,42.0,2,3818.181818181818
Defence Colony,1150.0,2.0,2.0,126.0,2,10956.521739130434
Subramanyapura,975.0,2.0,1.0,65.0,2,6666.666666666667
Hosakerehalli Layout,2500.0,6.0,2.0,115.0,7,4600.0
Shivaji Nagar,1554.0,3.0,3.0,130.0,2,8365.508365508365
Whitefield,1548.0,3.0,1.0,65.0,3,4198.966408268734
Banagiri Nagar,1525.0,2.0,2.0,91.48,3,5998.688524590164
Iblur Village,3235.0,3.0,1.0,235.0,3,7264.296754250387
Harlur,1331.0,2.0,1.0,88.0,2,6611.570247933884
Medahalli,1552.0,2.0,1.0,51.0,2,3286.082474226804
Thanisandra,1200.0,2.0,3.0,60.0,2,5000.0
Kachanayakanahalli,827.0,2.0,1.0,45.0,2,5441.354292623942
Mysore Road,1175.0,2.0,2.0,86.68,2,7377.021276595745
Nallurhalli,1100.0,2.0,1.0,62.0,2,5636.363636363636
tc.palya,880.0,2.0,1.0,48.0,2,5454.545454545455
Basavangudi,2150.0,3.0,2.0,265.0,3,12325.581395348838
Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.15,2,4276.755852842809
Vishwanatha Nagenahalli,2200.0,3.0,0.0,115.0,4,5227.272727272727
Electronics City Phase 1,2040.0,3.0,2.0,137.0,3,6715.686274509804
Bellari Road,900.0,2.0,1.0,45.0,2,5000.0
Rajaji Nagar,3000.0,6.0,3.0,250.0,6,8333.333333333334
Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2,2888.0733944954127
Chandapura,876.0,2.0,2.0,29.5,2,3367.5799086757997
Bellandur,981.0,2.0,2.0,37.28,2,3800.203873598369
CQAL Layout,1200.0,2.0,2.0,75.0,3,6250.0
Kadugodi,1580.0,2.0,2.0,65.0,3,4113.924050632912
RMV 2nd Stage,1200.0,2.0,1.0,216.0,2,18000.0
Tumkur Road,1250.0,2.0,2.0,33.0,2,2640.0
 Devarabeesana Halli,1296.0,2.0,2.0,70.0,2,5401.234567901234
Srinivas Colony,4400.0,3.0,1.0,901.0,3,20477.272727272728
Whitefield,1700.0,3.0,1.0,140.0,3,8235.29411764706
Gulimangala,1640.0,3.0,2.0,70.0,3,4268.292682926829
Kaverappa Layout,1269.72,2.0,2.0,68.0,2,5355.511451343603
Hebbal,3900.0,4.0,2.0,410.0,4,10512.820512820514
KR Puram,1085.0,2.0,1.0,46.5,2,4285.714285714285
4th T block Jayanagar,2401.0,3.0,2.0,185.0,3,7705.12286547272
Marathahalli,1019.0,2.0,2.0,49.85,2,4892.051030421982
Kasturi Nagar,1570.0,3.0,2.0,110.0,3,7006.369426751592
Kalkere,1147.0,2.0,1.0,54.0,2,4707.933740191805
 Whitefield,905.0,1.0,1.0,52.0,1,5745.85635359116
Kanakapura,1090.0,2.0,2.0,38.15,2,3500.0
T.C PALYA,1200.0,2.0,0.0,65.0,2,5416.666666666667
CV Raman Nagar,1225.0,2.0,2.0,48.0,2,3918.367346938776
Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2,3546.099290780142
Muthurayya Swamy Layout,2405.0,4.0,2.0,260.0,3,10810.81081081081
HBR Layout,1068.0,2.0,1.0,43.0,2,4026.2172284644193
Sarjapur  Road,1826.0,3.0,2.0,130.0,3,7119.386637458927
Iblur Village,1920.0,3.0,2.0,130.0,3,6770.833333333333
Yelahanka,1300.0,2.0,2.0,69.23,2,5325.384615384615
Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2,6382.978723404255
Muneshwara Nagar,1560.0,2.0,3.0,66.0,3,4230.769230769231
Kaggadasapura,1050.0,2.0,2.0,48.0,2,4571.428571428572
Seegehalli,1118.0,2.0,2.0,37.5,2,3354.2039355992843
Yelahanka,1304.0,2.0,1.0,79.0,2,6058.2822085889575
Electronic City,975.0,2.0,1.0,32.0,2,3282.051282051282
Shankarapuram,925.0,2.0,1.0,100.0,2,10810.81081081081
Hennur,960.0,2.0,1.0,48.0,2,5000.0
Bannerghatta Road,2700.0,5.0,0.0,158.0,5,5851.851851851852
Sarjapur  Road,3040.0,4.0,2.0,135.0,4,4440.789473684211
Hoodi,1240.0,2.0,3.0,43.94,2,3543.548387096774
JP Nagar,3000.0,4.0,2.0,140.0,4,4666.666666666667
Mysore Road,1175.0,2.0,2.0,73.5,2,6255.31914893617
Raja Rajeshwari Nagar,1200.0,4.0,2.0,125.0,6,10416.666666666666
Banaswadi,1365.0,2.0,2.0,73.0,2,5347.985347985348
Harlur,1225.0,2.0,2.0,56.0,2,4571.428571428572
Koramangala,1320.0,2.0,1.0,165.0,2,12500.0
Seegehalli,3000.0,4.0,2.0,235.0,3,7833.333333333333
Hoodi,3385.0,4.0,1.0,220.0,4,6499.261447562777
Domlur,1875.0,2.0,2.0,150.0,3,8000.0
Banashankari 2nd Stage,600.0,3.0,3.0,95.0,6,15833.333333333334
Panathur,1205.0,2.0,2.0,62.9,2,5219.9170124481325
Bannerghatta Road,700.0,1.0,1.0,31.2,1,4457.142857142857
Anjanapura,1076.0,2.0,1.0,30.13,2,2800.185873605948
Bhuvaneshwari Nagar,1280.0,2.0,2.0,68.48,2,5350.0
Dhanalakshmi Layout,1222.0,5.0,3.0,250.0,6,20458.265139116203
Yeshwanthpur,1167.0,2.0,2.0,64.08,2,5491.002570694088
Dwarka Nagar,2400.0,6.0,3.0,125.0,8,5208.333333333333
JP Nagar,1250.0,2.0,2.0,93.0,2,7440.0
